# Listed companies matched to week 4 clients and filing firms by exact normalized name; SIC from the SEC submissions API, NAICS sector by week04_sec.sector_of_sic().
key,cik,ticker,sec_name,sic,sic_description,naics2,filings
MONRO,0000876427,MNRO,"MONRO, INC.",7500,"Services-Automotive Repair, Services & Parking",81,6
FEIN 262640654,0001438423,MRAM,EVERSPIN TECHNOLOGIES INC.,3674,Semiconductors & Related Devices,31-33,6
FEIN 474721157,0001709941,BIOA,"BioAge Labs, Inc.",2834,Pharmaceutical Preparations,31-33,6
FEIN 203369494,0001378325,CV,"CapsoVision, Inc",3845,Electromedical & Electrotherapeutic Apparatus,31-33,6
FEIN 311364046,0000895456,RCKY,"ROCKY BRANDS, INC.",3140,"Footwear, (No Rubber)",31-33,6
FEIN 411458152,0000728387,CATX,"Perspective Therapeutics, Inc.",2834,Pharmaceutical Preparations,31-33,6
FEIN 880594201,0001780652,CAN,Canaan Inc.,6199,Finance Services,52,6
FEIN 870327982,0000275053,NATR,NATURES SUNSHINE PRODUCTS INC,2834,Pharmaceutical Preparations,31-33,6
FEIN 061249029,0000931148,EAF,GRAFTECH INTERNATIONAL LTD,3620,Electrical Industrial Apparatus,31-33,6
FEIN 853819886,0001835597,PEPG,PepGen Inc.,2834,Pharmaceutical Preparations,31-33,6
FEIN 204206017,0001357874,DTIL,PRECISION BIOSCIENCES INC,2836,"Biological Products, (No Diagnostic Substances)",31-33,6
FEIN 263383295,0001705843,CBUS,"Cibus, Inc.",2870,Agricultural Chemicals,31-33,6
VERITONE,0001615165,VERI,"Veritone, Inc.",7374,Services-Computer Processing & Data Preparation,54,6
FEIN 862862492,0001854139,ZVIA,Zevia PBC,2086,Bottled & Canned Soft Drinks & Carbonated Waters,31-33,6
FEIN 521401755,0000771856,CSBR,"CHAMPIONS ONCOLOGY, INC.",2836,"Biological Products, (No Diagnostic Substances)",31-33,6
FEIN 208121647,0001380106,RPID,"RAPID MICRO BIOSYSTEMS, INC.",3826,Laboratory Analytical Instruments,31-33,6
FEIN 352194038,0001224133,MCHX,MARCHEX INC,7372,Services-Prepackaged Software,51,6
FEIN 471214177,0001624326,PAVM,PAVmed Inc.,3841,Surgical & Medical Instruments & Apparatus,31-33,6
FEIN 471272281,0001933021,PLUT,Plutus Financial Group Ltd,6200,"Security & Commodity Brokers, Dealers, Exchanges & Services",52,6
FEIN 850935006,0001818274,ARAI,Arrive AI Inc.,7340,Services-To Dwellings & Other Buildings,56,6
FEIN 921560014,0001470683,AEHL,Antelope Enterprise Holdings Ltd,4899,"Communications Services, NEC",51,6
FEIN 611885158,0001958713,MI,NFT Ltd,6199,Finance Services,52,6
FEIN 223415036,0001005731,IDT,IDT CORP,4813,Telephone Communications (No Radiotelephone),51,6
FEIN 825117037,0001779977,SEQC,"SeeQC, Inc.",7374,Services-Computer Processing & Data Preparation,54,6
FEIN 720692213,0002134090,AGKO,Aggreko Inc.,4991,Cogeneration Services & Small Power Producers,22,6
FEIN 474881450,0001779372,BEATW,"HeartBeam, Inc.",3841,Surgical & Medical Instruments & Apparatus,31-33,6
ENCORE MEDICAL,0001838003,EMI,"Encore Medical, Inc.",3841,Surgical & Medical Instruments & Apparatus,31-33,6
BERKSHIRE HATHAWAY,0001067983,BRK-B,BERKSHIRE HATHAWAY INC,6331,"Fire, Marine & Casualty Insurance",52,5
UNION PACIFIC,0000100885,UNP,UNION PACIFIC CORP,4011,"Railroads, Line-Haul Operating",48-49,5
INFINEON TECHNOLOGIES AG,0001107457,IFNNY,INFINEON TECHNOLOGIES AG,3674,Semiconductors & Related Devices,31-33,5
LUMENTUM,0001633978,LITE,Lumentum Holdings Inc.,3669,"Communications Equipment, NEC",31-33,5
TRAVELERS COMPANIES,0000086312,TRV,"TRAVELERS COMPANIES, INC.",6331,"Fire, Marine & Casualty Insurance",52,5
SIMON PROPERTY,0001063761,SPG,SIMON PROPERTY GROUP INC.,6798,Real Estate Investment Trusts,52,5
CANADIAN PACIFIC KANSAS CITY,0000016875,CP,CANADIAN PACIFIC KANSAS CITY LTD/CN,4011,"Railroads, Line-Haul Operating",48-49,5
SLB,0000087347,SLB,SLB LIMITED/NV,1389,"Oil & Gas Field Services, NEC",21,5
CANADIAN NATIONAL RAILWAY,0000016868,CNI,CANADIAN NATIONAL RAILWAY CO,4011,"Railroads, Line-Haul Operating",48-49,5
FEIN 141904332,0001389170,TRGP,Targa Resources Corp.,4922,Natural Gas Transmission,22,5
DIAGEO,0000835403,DEO,DIAGEO PLC,2080,Beverages,31-33,5
HONDA MOTOR,0000715153,HMC,HONDA MOTOR CO LTD,3711,Motor Vehicles & Passenger Car Bodies,31-33,5
PULTEGROUP,0000822416,PHM,PULTEGROUP INC/MI/,1531,Operative Builders,23,5
DOW,0001751788,DOW,DOW INC.,2821,"Plastic Materials, Synth Resins & Nonvulcan Elastomers",31-33,5
FEIN 223086739,0001019849,PAG,"PENSKE AUTOMOTIVE GROUP, INC.",5500,Retail-Auto Dealers & Gasoline Stations,44-45,5
BRIDGEBIO PHARMA,0001743881,BBIO,"BridgeBio Pharma, Inc.",2834,Pharmaceutical Preparations,31-33,5
FIDELITY NATIONAL FINANCIAL,0001331875,FNF,"Fidelity National Financial, Inc.",6361,Title Insurance,52,5
WISE,0002099039,WSE,Wise Group plc,7389,"Services-Business Services, NEC",56,5
PAYCOM SOFTWARE,0001590955,PAYC,"Paycom Software, Inc.",7372,Services-Prepackaged Software,51,5
EVERCORE,0001360901,EVR,Evercore Inc.,6282,Investment Advice,52,5
FEIN 592979916,0000764038,SSB,SouthState Bank Corp,6022,State Commercial Banks,52,5
OSCAR HEALTH,0001568651,OSCR,"Oscar Health, Inc.",6324,Hospital & Medical Service Plans,52,5
DYCOM INDUSTRIES,0000067215,DY,DYCOM INDUSTRIES INC,1623,"Water, Sewer, Pipeline, Comm & Power Line Construction",23,5
WYNN RESORTS,0001174922,WYNN,WYNN RESORTS LTD,7011,Hotels & Motels,72,5
FEIN 851071072,0001913510,VFS,VinFast Auto Ltd.,3711,Motor Vehicles & Passenger Car Bodies,31-33,5
VICTORIA S SECRET,0001856437,VSXY,Victoria's Secret & Co.,5621,Retail-Women's Clothing Stores,44-45,5
FRONTDOOR,0001727263,FTDR,"Frontdoor, Inc.",7340,Services-To Dwellings & Other Buildings,56,5
FEIN 364811028,0001795250,SPHR,Sphere Entertainment Co.,7900,Services-Amusement & Recreation Services,71,5
FEIN 381686453,0000103730,VSH,VISHAY INTERTECHNOLOGY INC,3670,Electronic Components & Accessories,31-33,5
ALASKA AIR,0000766421,ALK,"ALASKA AIR GROUP, INC.",4512,"Air Transportation, Scheduled",48-49,5
INTEGER,0001114483,ITGR,Integer Holdings Corp,3845,Electromedical & Electrotherapeutic Apparatus,31-33,5
BRADY,0000746598,BRC,BRADY CORP,3990,Miscellaneous Manufacturing Industries,31-33,5
FEIN 320469673,0001691421,LMND,"Lemonade, Inc.",6331,"Fire, Marine & Casualty Insurance",52,5
CORVEL,0000874866,CRVL,CORVEL CORP,6411,"Insurance Agents, Brokers & Service",52,5
FEIN 881611079,0001921963,ATMU,Atmus Filtration Technologies Inc.,3714,Motor Vehicle Parts & Accessories,31-33,5
LAZARD,0001311370,LAZ,"Lazard, Inc.",6282,Investment Advice,52,5
FEIN 461947033,0001570585,LBTYA,Liberty Global Ltd.,4841,Cable & Other Pay Television Services,51,5
FEIN 205446298,0001818331,WGS,GeneDx Holdings Corp.,8000,Services-Health Services,62,5
FEIN 133191702,0000744218,CLDX,"Celldex Therapeutics, Inc.",2835,In Vitro & In Vivo Diagnostic Substances,31-33,5
FEIN 260084895,0001356090,PGEN,"PRECIGEN, INC.",2834,Pharmaceutical Preparations,31-33,5
FEIN 951797918,0000105132,WDFC,WD 40 CO,2890,Miscellaneous Chemical Products,31-33,5
AMC ENTERTAINMENT,0001411579,AMC,"AMC ENTERTAINMENT HOLDINGS, INC.",7830,Services-Motion Picture Theaters,71,5
FEIN 453587005,0001865631,NN,NEXTNAV INC.,3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys",31-33,5
EZCORP,0000876523,EZPW,EZCORP INC,5900,Retail-Miscellaneous Retail,44-45,5
VESTIS,0001967649,VSTS,Vestis Corp,5190,Wholesale-Miscellaneous Nondurable Goods,42,5
FEIN 042825458,0001158895,LMAT,LEMAITRE VASCULAR INC,3841,Surgical & Medical Instruments & Apparatus,31-33,5
FEIN 843891440,0001984086,SEPN,"Septerna, Inc.",2834,Pharmaceutical Preparations,31-33,5
ICF INTERNATIONAL,0001362004,ICFI,"ICF International, Inc.",8742,Services-Management Consulting Services,54,5
FEIN 471787157,0001796280,ORIC,"Oric Pharmaceuticals, Inc.",2834,Pharmaceutical Preparations,31-33,5
UNIVERSAL,0000102037,UVV,UNIVERSAL CORP /VA/,5150,Wholesale-Farm Product Raw Materials,42,5
UPBOUND,0000933036,UPBD,"UPBOUND GROUP, INC.",7359,"Services-Equipment Rental & Leasing, NEC",56,5
FEIN 261303944,0001437402,ARDX,"ARDELYX, INC.",2834,Pharmaceutical Preparations,31-33,5
QUIDELORTHO,0001906324,QDEL,QuidelOrtho Corp,2835,In Vitro & In Vivo Diagnostic Substances,31-33,5
FEIN 870812245,0001846253,OABI,"OmniAb, Inc.",8731,Services-Commercial Physical & Biological Research,54,5
HELEN OF TROY,0000916789,HELE,HELEN OF TROY LTD,3634,Electric Housewares & Fans,31-33,5
FEIN 272404165,0001517375,SPT,"Sprout Social, Inc.",7372,Services-Prepackaged Software,51,5
VITAL FARMS,0001579733,VITL,"Vital Farms, Inc.",2000,Food and Kindred Products,31-33,5
SERVE ROBOTICS,0001832483,SERV,Serve Robotics Inc. /DE/,3569,"General Industrial Machinery & Equipment, NEC",31-33,5
CAMPING WORLD,0001669779,CWH,"Camping World Holdings, Inc.",5500,Retail-Auto Dealers & Gasoline Stations,44-45,5
FEIN 061357485,0001314102,EYPT,"EyePoint, Inc.",3826,Laboratory Analytical Instruments,31-33,5
FEIN 822439026,0001661998,QTTB,Q32 Bio Inc.,2834,Pharmaceutical Preparations,31-33,5
FULCRUM THERAPEUTICS,0001680581,FULC,"Fulcrum Therapeutics, Inc.",2834,Pharmaceutical Preparations,31-33,5
FEIN 954527222,0001009829,JAKK,JAKKS PACIFIC INC,3944,"Games, Toys & Children's Vehicles (No Dolls & Bicycles)",31-33,5
FEIN 364370966,0001116463,OSUR,ORASURE TECHNOLOGIES INC,3841,Surgical & Medical Instruments & Apparatus,31-33,5
FEIN 208128326,0001432133,KLTR,KALTURA INC,7372,Services-Prepackaged Software,51,5
FEIN 270239450,0001476840,EXFY,"Expensify, Inc.",7372,Services-Prepackaged Software,51,5
FEIN 844071422,0000024090,CIA,"CITIZENS, INC.",6311,Life Insurance,52,5
FEIN 770424412,0001127537,LUNG,Pulmonx Corp,3841,Surgical & Medical Instruments & Apparatus,31-33,5
FEIN 463218129,0001699382,PMVP,"PMV Pharmaceuticals, Inc.",2834,Pharmaceutical Preparations,31-33,5
FEIN 474272481,0001746473,PLRX,"PLIANT THERAPEUTICS, INC.",2834,Pharmaceutical Preparations,31-33,5
FEIN 223240619,0000910406,HAIN,HAIN CELESTIAL GROUP INC,2000,Food and Kindred Products,31-33,5
FEIN 261342810,0001398805,BEEM,Beam Global,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies",31-33,5
CCH,0002074123,CCHH,CCH Holdings Ltd,5812,Retail-Eating  Places,72,5
FEIN 521166660,0001041657,UONE,"URBAN ONE, INC.",4832,Radio Broadcasting Stations,51,5
FEIN 933531172,0002001699,HPAI,Helport AI Ltd,7372,Services-Prepackaged Software,51,5
FEIN 520845822,0000946644,AIM,AIM ImmunoTech Inc.,2836,"Biological Products, (No Diagnostic Substances)",31-33,5
FEIN 464023773,0001584547,GP,GREENPOWER MOTOR Co INC.,3713,Truck & Bus Bodies,31-33,5
FEIN 113588546,0001422892,SGLY,Singularity Future Technology Ltd.,4731,Arrangement of  Transportation of  Freight & Cargo,48-49,5
FEIN 825144171,0001830072,IPW,iPower Inc.,5200,"Retail-Building Materials, Hardware, Garden Supply",44-45,5
FEIN 240755415,0000105418,WMK,WEIS MARKETS INC,5411,Retail-Grocery Stores,44-45,5
FEIN 831918668,0000007323,EAI,"ENTERGY ARKANSAS, LLC",4911,Electric Services,22,5
FEIN 922919297,0001726079,LUCN,"Lucent, Inc.",7389,"Services-Business Services, NEC",56,5
